car_id,car_link,price
33657263,/auto_audi_q7_33657263.html,55 400 $
34552107,/auto_volkswagen_passat_alltrack_34552107.html,25 300 $
34529178,/auto_volkswagen_passat_alltrack_34529178.html,24 300 $
34434888,/auto_mercedes_benz_e_class_34434888.html,37 800 $
34557944,/auto_skoda_karoq_34557944.html,36 999 $
34560849,/auto_mercedes_benz_e_class_34560849.html,42 000 $
34155575,/auto_volkswagen_passat_34155575.html,2 300 $
34568259,/auto_mercedes_benz_e_class_34568259.html,37 000 $
34365869,/auto_audi_q7_34365869.html,37 500 $
34559660,/auto_audi_q7_34559660.html,42 000 $
34554680,/auto_skoda_octavia_34554680.html,15 000 $
34542522,/auto_skoda_octavia_34542522.html,24 299 $
34537520,/auto_skoda_octavia_34537520.html,21 350 $
34554142,/auto_bmw_x5_34554142.html,19 800 $
34562376,/auto_skoda_octavia_34562376.html,23 499 $
34512780,/auto_bmw_5_series_34512780.html,53 000 $
34566981,/auto_skoda_octavia_34566981.html,11 999 $
34265099,/auto_audi_q7_34265099.html,37 000 $
34451044,/auto_toyota_land_cruiser_34451044.html,24 000 $
34418192,/auto_mitsubishi_outlander_34418192.html,24 800 $
34543050,/auto_toyota_land_cruiser_34543050.html,62 500 $
34305281,/auto_volkswagen_tiguan_34305281.html,12 200 $
34298638,/auto_volkswagen_passat_alltrack_34298638.html,28 500 $
34423301,/auto_audi_a6_34423301.html,22 400 $
34534319,/auto_audi_a6_34534319.html,8 000 $
33868831,/auto_tesla_model_3_33868831.html,47 000 $
34569141,/auto_volkswagen_id_4_crozz_34569141.html,33 500 $
1887534,/newauto/auto-mitsubishi-outlander-1887534.html, 1 124 750 грн      
33278785,/auto_volkswagen_touareg_33278785.html,32 000 $
33701091,/auto_tesla_model_3_33701091.html,35 890 $
34565809,/auto_bmw_x5_34565809.html,47 000 $
34557633,/auto_volkswagen_id_4_crozz_34557633.html,36 180 $
34239861,/auto_bmw_x5_34239861.html,30 000 $
34190557,/auto_volkswagen_touareg_34190557.html,53 000 $
34541367,/auto_volkswagen_id_4_crozz_34541367.html,31 730 $
34535351,/auto_volkswagen_id_4_crozz_34535351.html,33 500 $
33851993,/auto_tesla_model_3_33851993.html,34 999 $
34464777,/auto_audi_a4_34464777.html,15 499 $
34544874,/auto_volkswagen_id_4_crozz_34544874.html,37 600 $
34541310,/auto_volkswagen_id_4_crozz_34541310.html,31 730 $
34491561,/auto_volkswagen_id_4_crozz_34491561.html,36 200 $
34481396,/auto_volkswagen_id_4_crozz_34481396.html,31 750 $
34569288,/auto_bmw_m5_34569288.html,185 000 $
34566593,/auto_volkswagen_touareg_34566593.html,55 500 $
34557776,/auto_volkswagen_id_4_crozz_34557776.html,31 730 $
34537270,/auto_tesla_model_3_34537270.html,38 800 $
34497323,/auto_volkswagen_id_4_crozz_34497323.html,34 500 $
34451893,/auto_volkswagen_id_4_crozz_34451893.html,31 750 $
34545545,/auto_volkswagen_id_4_crozz_34545545.html,36 190 $
34533968,/auto_volkswagen_id_4_crozz_34533968.html,36 200 $
34521522,/auto_volkswagen_id_4_crozz_34521522.html,31 750 $
34496093,/auto_bmw_x3_34496093.html,57 999 $
34487610,/auto_volkswagen_id_4_crozz_34487610.html,37 600 $
1861730,/newauto/auto-mitsubishi-outlander-1861730.html, 1 088 000 грн      
34547274,/auto_volkswagen_id_4_crozz_34547274.html,37 600 $
34541536,/auto_volkswagen_id_4_crozz_34541536.html,36 180 $
34540293,/auto_volkswagen_id_4_crozz_34540293.html,31 745 $
34535335,/auto_volkswagen_id_4_crozz_34535335.html,33 500 $
34524880,/auto_nissan_qashqai_34524880.html,11 650 $
34499709,/auto_volkswagen_id_4_crozz_34499709.html,36 205 $
34485328,/auto_volkswagen_id_4_crozz_34485328.html,31 745 $
34471507,/auto_toyota_camry_34471507.html,23 000 $
34451297,/auto_volkswagen_id_4_crozz_34451297.html,31 400 $
34557732,/auto_nissan_qashqai_34557732.html,22 700 $
34564506,/auto_mercedes_benz_sprinter_34564506.html,22 500 $
30891489,/auto_toyota_camry_30891489.html,30 000 $
34544570,/auto_audi_q5_34544570.html,35 500 $
34540067,/auto_volkswagen_id_4_crozz_34540067.html,31 400 $
34525554,/auto_bmw_x3_34525554.html,23 700 $
34520814,/auto_volkswagen_id_4_crozz_34520814.html,31 755 $
34502959,/auto_volkswagen_id_4_crozz_34502959.html,31 745 $
34493444,/auto_volkswagen_id_4_crozz_34493444.html,37 600 $
34564682,/auto_nissan_qashqai_34564682.html,8 300 $
34562059,/auto_volkswagen_id_4_crozz_34562059.html,37 600 $
34558504,/auto_volvo_v50_34558504.html,8 300 $
34123021,/auto_volkswagen_passat_34123021.html,11 450 $
34279867,/auto_audi_q5_34279867.html,18 900 $
34443583,/auto_audi_a6_34443583.html,29 999 $
34505553,/auto_volvo_v50_34505553.html,8 950 $
34380307,/auto_volkswagen_passat_34380307.html,14 333 $
34501370,/auto_tesla_model_s_34501370.html,32 999 $
34557737,/auto_volkswagen_id_4_crozz_34557737.html,31 730 $
34375600,/auto_volvo_fh_13_34375600.html,19 000 $
34253215,/auto_mercedes_benz_sprinter_34253215.html,21 200 $
34024984,/auto_volkswagen_id_4_crozz_34024984.html,48 900 $
34525646,/auto_mitsubishi_outlander_xl_34525646.html,12 950 $
34476649,/auto_mercedes_benz_gls_class_34476649.html,114 000 $
34310099,/auto_bmw_7_series_34310099.html,37 999 $
34437578,/auto_mercedes_benz_sprinter_34437578.html,21 200 $
34435349,/auto_tesla_model_s_34435349.html,35 000 $
1910018,/newauto/auto-ford-kuga-1910018.html, 1 213 000 грн      
1914265,/newauto/auto-porsche-macan-1914265.html, 3 228 467 грн      
34553392,/auto_nissan_qashqai_34553392.html,11 850 $
34447449,/auto_renault_megane_34447449.html,6 600 $
34253323,/auto_mercedes_benz_sprinter_34253323.html,24 200 $
34506785,/auto_bmw_3_series_34506785.html,17 600 $
31689188,/auto_mercedes_benz_gls_class_31689188.html,87 000 $
34310938,/auto_bmw_3_series_34310938.html,16 500 $
1914216,/newauto/auto-volkswagen-touareg-1914216.html, 2 548 133 грн      
34565438,/auto_skoda_kodiaq_34565438.html,34 000 $
34557806,/auto_volkswagen_id_4_crozz_34557806.html,31 730 $
34549314,/auto_volkswagen_passat_34549314.html,12 199 $
34541175,/auto_volkswagen_id_4_crozz_34541175.html,31 730 $
34394891,/auto_bmw_3_series_34394891.html,43 500 $
34565731,/auto_honda_cr_v_34565731.html,10 950 $
34565056,/auto_volvo_v50_34565056.html,7 450 $
34556177,/auto_mercedes_benz_gls_class_34556177.html,57 000 $
34383741,/auto_volkswagen_touareg_34383741.html,77 500 $
34513053,/auto_volkswagen_passat_34513053.html,7 500 $
34483774,/auto_bmw_3_series_34483774.html,5 400 $
34443194,/auto_honda_m_nv_34443194.html,23 200 $
1901373,/newauto/auto-mg-marvel-r-1901373.html, 1 812 878 грн      
34569166,/auto_volkswagen_id_4_34569166.html,33 500 $
34568949,/auto_chevrolet_lacetti_34568949.html,4 800 $
1887665,/newauto/auto-mg-hs-1887665.html, 891 077 грн      
34566908,/auto_dacia_logan_34566908.html,3 999 $
34525468,/auto_bmw_7_series_34525468.html,25 000 $
33828416,/auto_skoda_octavia_33828416.html,14 900 $
34518764,/auto_skoda_octavia_34518764.html,8 300 $
34563439,/auto_skoda_octavia_34563439.html,14 200 $
34560274,/auto_honda_m_nv_34560274.html,24 350 $
34556255,/auto_bmw_3_series_34556255.html,17 100 $
34552576,/auto_volkswagen_passat_34552576.html,11 999 $
33906513,/auto_volkswagen_passat_33906513.html,15 950 $
34503801,/auto_audi_q7_34503801.html,39 400 $
34444937,/auto_audi_q7_34444937.html,47 000 $
1911675,/newauto/auto-hyundai-staria-1911675.html, 2 344 300 грн      
34473170,/auto_mercedes_benz_s_class_34473170.html,47 400 $
33500751,/auto_volkswagen_touareg_33500751.html,17 800 $
34535569,/auto_bmw_5_series_34535569.html,22 500 $
33794850,/auto_bmw_3_series_33794850.html,6 300 $
34504262,/auto_volkswagen_id_4_34504262.html,31 745 $
1913409,/newauto/auto-hyundai-tucson-1913409.html, 1 533 200 грн      
34568469,/auto_skoda_octavia_34568469.html,5 200 $
34565756,/auto_mercedes_benz_gle_class_34565756.html,33 500 $
33239689,/auto_tesla_model_3_33239689.html,33 500 $
34565234,/auto_skoda_octavia_34565234.html,16 500 $
34359873,/auto_volkswagen_touareg_34359873.html,36 500 $
34560015,/auto_mercedes_benz_c_class_34560015.html,30 000 $
34556878,/auto_skoda_octavia_34556878.html,10 900 $
34549243,/auto_mercedes_benz_s_class_34549243.html,52 500 $
34544901,/auto_volkswagen_id_4_34544901.html,37 600 $
34540486,/auto_honda_m_nv_34540486.html,24 350 $
34389797,/auto_mercedes_benz_gls_class_34389797.html,99 500 $
34518495,/auto_volkswagen_t_roc_34518495.html,23 500 $
34332604,/auto_bmw_7_series_34332604.html,43 000 $
34497649,/auto_volkswagen_id_4_34497649.html,31 750 $
34471893,/auto_volkswagen_touran_34471893.html,8 500 $
34450519,/auto_toyota_camry_34450519.html,9 900 $
34436738,/auto_audi_a6_34436738.html,41 900 $
1912335,/newauto/auto-mg-marvel-r-1912335.html, 1 843 000 грн      
34330627,/auto_audi_a8_34330627.html,77 500 $
1909955,/newauto/auto-ford-kuga-1909955.html, 1 170 000 грн      
1909082,/newauto/auto-ford-kuga-1909082.html, 1 162 916 грн      
34568578,/auto_bmw_x5_34568578.html,13 950 $
34404547,/auto_skoda_fabia_34404547.html,6 700 $
1914212,/newauto/auto-hyundai-tucson-1914212.html, 1 441 600 грн      
1881471,/newauto/auto-nissan-qashqai-1881471.html, 898 030 грн      
1911119,/newauto/auto-hyundai-tucson-1911119.html, 1 145 900 грн      
1900304,/newauto/auto-mitsubishi-outlander-1900304.html, 1 340 000 грн      
34490148,/auto_volkswagen_touareg_34490148.html,20 777 $
34507587,/auto_volkswagen_touran_34507587.html,9 999 $
34555975,/auto_mitsubishi_outlander_34555975.html,12 999 $
32919255,/auto_volkswagen_tiguan_32919255.html,19 000 $
34535448,/auto_volkswagen_id_4_34535448.html,33 500 $
34526484,/auto_mercedes_benz_gle_class_34526484.html,66 900 $
34190689,/auto_volkswagen_touareg_34190689.html,25 100 $
34147743,/auto_volkswagen_tiguan_34147743.html,28 150 $
33798377,/auto_mercedes_benz_gle_class_33798377.html,98 000 $
34324855,/auto_mercedes_benz_c_class_34324855.html,26 300 $
34504017,/auto_honda_m_nv_34504017.html,24 350 $
1914249,/newauto/auto-volvo-xc90-1914249.html, 67 730 €      
1896956,/newauto/auto-hyundai-kona-electric-1896956.html, 1 139 600 грн      
34564886,/auto_audi_a8_34564886.html,21 500 $
34385126,/auto_bmw_x5_34385126.html,34 800 $
34562139,/auto_bmw_x5_34562139.html,8 300 $
34300383,/auto_volkswagen_touareg_34300383.html,24 400 $
34550257,/auto_mercedes_benz_c_class_34550257.html,10 500 $
34430537,/auto_audi_a6_34430537.html,22 000 $
34497345,/auto_volkswagen_id_4_crozz_34497345.html,37 600 $
1899548,/newauto/auto-ford-kuga-1899548.html, 1 171 308 грн      
1914263,/newauto/auto-mercedes-benz-gle-class-1914263.html, 80 900 €      
1823831,/newauto/auto-mitsubishi-outlander-1823831.html, 1 068 000 грн      
34385225,/auto_skoda_octavia_34385225.html,15 900 $
34568294,/auto_peugeot_partner_34568294.html,10 499 $
34566870,/auto_bmw_3_series_34566870.html,7 999 $
1914050,/newauto/auto-renault-duster-1914050.html, 895 000 грн      
34505235,/auto_ford_fusion_34505235.html,10 600 $
34211134,/auto_audi_q7_34211134.html,45 000 $
34541086,/auto_bmw_7_series_34541086.html,164 500 $
34131827,/auto_mazda_5_34131827.html,8 100 $
34369374,/auto_bmw_x5_34369374.html,88 000 $
34525087,/auto_bmw_3_series_34525087.html,13 800 $
34289683,/auto_mercedes_benz_c_class_34289683.html,7 950 $
34540734,/auto_volkswagen_id_4_34540734.html,33 500 $
34158891,/auto_volkswagen_touareg_34158891.html,22 900 $
34491244,/auto_mercedes_benz_g_class_34491244.html,207 500 $
34491323,/auto_mercedes_benz_g_class_34491323.html,245 900 $
34449542,/auto_lexus_gs_34449542.html,16 250 $
34491059,/auto_mercedes_benz_g_class_34491059.html,174 900 $
34485965,/auto_bmw_x5_34485965.html,35 000 $
34433332,/auto_renault_megane_34433332.html,13 355 $
34312743,/auto_audi_q7_34312743.html,24 300 $
34337047,/auto_bmw_5_series_34337047.html,30 500 $
1914229,/newauto/auto-mitsubishi-outlander-1914229.html, 1 304 000 грн      
34567669,/auto_tesla_model_y_34567669.html,45 900 $
1905958,/newauto/auto-skoda-octavia-1905958.html, 903 153 грн      
1908777,/newauto/auto-peugeot-2008-1908777.html, 895 860 грн      
34566935,/auto_audi_a4_34566935.html,5 500 $
34521456,/auto_audi_a8_34521456.html,30 500 $
34148226,/auto_ford_fusion_34148226.html,12 600 $
33471580,/auto_bmw_5_series_33471580.html,15 900 $
34344770,/auto_lexus_es_34344770.html,42 000 $
34483881,/auto_porsche_cayenne_34483881.html,33 000 $
